estimate,se,covers,bias,r_d,r_d_star,inflation,var_D,var_V,var_delta,var_D_tilde,cov_V_delta,decomp_check,learner,overlap_strength,complexity,seed,elapsed
3.9887470212615974,0.09844052224411426,1,-0.011252978738402586,1.0343754206934523,1.0,0.04466207790118279,0.24079569172099255,0.24079569172099255,0.010754435941912164,0.24907314492507254,-0.0012397499983560416,0.24907062766619262,xgboost,0.0,linear,16,0.40152978897094727
4.050503065280654,0.1366304294480349,1,0.050503065280653736,1.0031115671904727,1.0,0.0003457296878303143,0.23402406658249378,0.23402406658249378,8.090906748434627e-05,0.23475224818985288,0.0003239651685856958,0.2347529059871495,lasso,0.0,linear,17,0.12021493911743164
3.9725363377580094,0.0981406050073946,1,-0.027463662241990594,1.0355731119488911,1.0,0.04353211591294364,0.23402406658249378,0.23402406658249378,0.01018756279288756,0.2423490309017676,-0.000932245679120673,0.24234713801714,xgboost,0.0,linear,17,0.40184807777404785
3.8463232401023846,0.21642069179963905,1,-0.15367675989761542,1.00113793802561,1.0000000000000002,0.0067632613845158345,0.23672240975031558,0.2367224097503156,0.001601015532713844,0.2369917851818845,-0.0006664966969653798,0.2369904318890987,lasso,0.0,linear,18,0.12161684036254883
3.9010930410752787,0.10834197905873749,1,-0.09890695892472134,1.042417255575032,1.0000000000000002,0.04196941776552279,0.23672240975031558,0.2367224097503156,0.00993510170927226,0.24676352470503216,5.3060491241141986e-05,0.24676363244207014,xgboost,0.0,linear,18,0.39830517768859863
3.939498211094671,0.07526009828936679,1,-0.06050178890532898,1.0044089659284074,1.0000000000000002,0.000846525914081674,0.2378664742714319,0.23786647427143193,0.00020136013456200887,0.23891521945200506,0.00042412310483791585,0.23891608061566977,lasso,0.0,linear,19,0.12222599983215332
3.940664461833958,0.09730745199714605,1,-0.05933553816604187,1.0602877967372575,1.0000000000000002,0.03397439781594379,0.2378664742714319,0.23786647427143193,0.008081370223973585,0.25220691992291605,0.0031327181382611413,0.2522132807719278,xgboost,0.0,linear,19,0.39902305603027344
3.9344014206687348,0.11548095555481985,1,-0.06559857933126523,1.0022169466139577,1.0,0.013864367099399469,0.2367224097503156,0.2367224097503156,0.003282006389432836,0.23724721069505947,-0.0013800037413712715,0.23724440865700588,lasso,0.0,linear,20,0.12657475471496582
3.8801773518502958,0.10266755346692925,1,-0.11982264814970423,1.0282470515240796,1.0,0.05016973090058215,0.2367224097503156,0.2367224097503156,0.011876299595310679,0.24340911985543703,-0.002597431731624217,0.24340384588237785,xgboost,0.0,linear,20,0.40001702308654785
4.02961886815132,0.12998790644516597,1,0.029618868151319866,1.0060147238431068,1.0,0.006357599098984736,0.2364874127135458,0.2364874127135458,0.0015034921619888702,0.2379098191933886,-4.0584043147299145e-05,0.23790973678924007,lasso,0.0,linear,21,0.13645267486572266
4.116445359416675,0.11726304328496619,1,0.11644535941667478,1.0390110007642912,1.0,0.04322916095897549,0.2364874127135458,0.2364874127135458,0.01022315242896554,0.2457130233516592,-0.0004992777764173639,0.24571200958967662,xgboost,0.0,linear,21,0.39948415756225586
4.000408470128679,0.07260427996687432,1,0.00040847012867928356,1.0020578113789163,1.0,0.00022864570876847965,0.23271509186013553,0.23271509186013553,5.320930711948254e-05,0.23319397562421088,0.00021305352647435098,0.23319440822020374,lasso,0.0,linear,22,0.12677001953125
